"order_id","tahun","kuartal","bulan","nama_bulan","customer_name","segment","category","sub_category","product_name","country","region","state","city","ship_mode","sales","quantity","discount","profit"
CA-2017-147354,2017,1,3,Maret,Karl Braun,Consumer,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,United States,West,California,Los Angeles,Standard Class,30.84,5,0.20,9.64
CA-2015-157287,2015,4,12,Desember,Harold Ryan,Corporate,Office Supplies,Storage,"Tennsco Lockers, Sand",United States,East,Pennsylvania,Philadelphia,First Class,33.57,2,0.20,1.68
CA-2015-157287,2015,4,12,Desember,Harold Ryan,Corporate,Furniture,Chairs,Harbour Creations Steel Folding Chair,United States,East,Pennsylvania,Philadelphia,First Class,422.63,7,0.30,0.00
CA-2014-137575,2014,3,8,Agustus,Trudy Brown,Consumer,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,United States,East,New York,New York City,Standard Class,199.98,2,0.00,83.99
CA-2016-119074,2016,1,3,Maret,David Smith,Corporate,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,United States,South,Georgia,Columbus,Standard Class,20.24,1,0.00,8.70
CA-2016-119074,2016,1,3,Maret,David Smith,Corporate,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",United States,South,Georgia,Columbus,Standard Class,39.92,4,0.00,11.18
CA-2016-119074,2016,1,3,Maret,David Smith,Corporate,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",United States,South,Georgia,Columbus,Standard Class,32.54,2,0.00,15.94
CA-2015-149566,2015,4,12,Desember,George Bell,Corporate,Technology,Accessories,Memorex Micro Travel Drive 8 GB,United States,West,California,Los Angeles,Standard Class,39.00,3,0.00,17.55
CA-2015-149566,2015,4,12,Desember,George Bell,Corporate,Office Supplies,Labels,Avery 488,United States,West,California,Los Angeles,Standard Class,12.60,4,0.00,6.05
CA-2015-126186,2015,3,9,September,George Bell,Corporate,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,United States,West,Colorado,Aurora,First Class,24.64,4,0.20,4.00
CA-2015-121132,2015,3,7,Juli,Victoria Brennan,Corporate,Office Supplies,Labels,Avery 479,United States,Central,Texas,Houston,Standard Class,6.26,3,0.20,2.04
CA-2015-121132,2015,3,7,Juli,Victoria Brennan,Corporate,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,United States,Central,Texas,Houston,Standard Class,14.43,4,0.20,3.43
CA-2014-140473,2014,2,5,Mei,Mark Cousins,Corporate,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,United States,Central,Illinois,Chicago,Standard Class,719.98,3,0.20,135.00
US-2017-102904,2017,4,11,November,Cassandra Brandow,Consumer,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,United States,South,Alabama,Decatur,Standard Class,239.92,8,0.00,23.99
CA-2016-102092,2016,4,12,Desember,Paul MacIntyre,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",United States,South,Virginia,Springfield,First Class,1056.86,7,0.00,158.53
CA-2015-117884,2015,1,3,Maret,Debra Catini,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,United States,South,Florida,Plantation,Same Day,447.94,7,0.20,89.59
CA-2015-117884,2015,1,3,Maret,Debra Catini,Consumer,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",United States,South,Florida,Plantation,Same Day,150.41,9,0.20,-33.84
CA-2016-132829,2016,4,12,Desember,Laura Armstrong,Corporate,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,United States,Central,Texas,Houston,Second Class,453.58,3,0.20,39.69
CA-2016-132829,2016,4,12,Desember,Laura Armstrong,Corporate,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",United States,Central,Texas,Houston,Second Class,45.36,9,0.20,14.74
CA-2016-132829,2016,4,12,Desember,Laura Armstrong,Corporate,Technology,Phones,Cisco SPA 502G IP Phone,United States,Central,Texas,Houston,Second Class,287.88,3,0.20,35.99
CA-2016-132829,2016,4,12,Desember,Laura Armstrong,Corporate,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,United States,Central,Texas,Houston,Second Class,131.88,3,0.20,14.84
CA-2016-132829,2016,4,12,Desember,Laura Armstrong,Corporate,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",United States,Central,Texas,Houston,Second Class,2.33,2,0.60,-0.76
CA-2016-123540,2016,2,4,April,Denny Joy,Corporate,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,United States,Central,Wisconsin,Milwaukee,Second Class,1454.90,5,0.00,378.27
US-2017-108315,2017,2,4,April,Mick Hernandez,Home Office,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",United States,South,Florida,Sanford,Standard Class,4.84,3,0.70,-3.55
US-2017-108315,2017,2,4,April,Mick Hernandez,Home Office,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,United States,South,Florida,Sanford,Standard Class,220.70,6,0.20,-8.28
CA-2016-134110,2016,4,11,November,Barry Gonzalez,Consumer,Technology,Phones,Apple EarPods with Remote and Mic,United States,Central,Texas,The Colony,First Class,67.18,3,0.20,6.72
CA-2016-134110,2016,4,11,November,Barry Gonzalez,Consumer,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",United States,Central,Texas,The Colony,First Class,15.23,4,0.20,5.52
US-2016-136581,2016,4,11,November,Seth Vernon,Consumer,Office Supplies,Paper,Xerox 227,United States,East,Ohio,Troy,First Class,31.10,6,0.20,10.89
CA-2016-162390,2016,4,12,Desember,Dave Poirier,Corporate,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,United States,East,New York,Hempstead,Standard Class,968.74,7,0.20,314.84
CA-2016-162390,2016,4,12,Desember,Dave Poirier,Corporate,Office Supplies,Binders,Trimflex Flexible Post Binders,United States,East,New York,Hempstead,Standard Class,222.35,13,0.20,77.82
CA-2016-162390,2016,4,12,Desember,Dave Poirier,Corporate,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,United States,East,New York,Hempstead,Standard Class,479.98,2,0.20,90.00
CA-2016-162222,2016,2,4,April,Steven Roelle,Home Office,Office Supplies,Paper,Xerox 1962,United States,Central,Texas,Dallas,Same Day,10.27,3,0.20,3.21
CA-2014-121629,2014,4,11,November,Brian Thompson,Consumer,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,United States,Central,Texas,Houston,Standard Class,998.85,5,0.40,-199.77
CA-2015-164623,2015,4,10,Oktober,Maxwell Schwartz,Consumer,Office Supplies,Paper,Easy-staple paper,United States,East,New York,New York City,First Class,24.56,2,0.00,11.54
CA-2014-159849,2014,3,9,September,Jim Kriz,Home Office,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,United States,West,California,San Francisco,Same Day,5.67,3,0.00,0.11
CA-2017-101273,2017,3,8,Agustus,Shui Tom,Consumer,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,United States,South,Florida,Port Saint Lucie,Second Class,14.34,4,0.20,0.90
CA-2017-106747,2017,3,7,Juli,Tony Sayre,Consumer,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,United States,East,New Hampshire,Concord,First Class,102.30,1,0.00,26.60
CA-2017-146164,2017,4,12,Desember,Charlotte Melton,Consumer,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",United States,Central,Minnesota,Rochester,Standard Class,607.52,2,0.00,97.20
CA-2017-146164,2017,4,12,Desember,Charlotte Melton,Consumer,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",United States,Central,Minnesota,Rochester,Standard Class,31.16,2,0.00,7.79
CA-2016-111605,2016,4,12,Desember,Joni Wasserman,Consumer,Office Supplies,Labels,Avery 479,United States,South,Kentucky,Louisville,Standard Class,2.61,1,0.00,1.20
CA-2014-130673,2014,2,5,Mei,Matt Collister,Corporate,Furniture,Furnishings,Contemporary Borderless Frame,United States,Central,Texas,San Marcos,Second Class,10.33,3,0.60,-5.94
CA-2014-130673,2014,2,5,Mei,Matt Collister,Corporate,Office Supplies,Paper,Xerox 213,United States,Central,Texas,San Marcos,Second Class,10.37,2,0.20,3.63
CA-2014-130673,2014,2,5,Mei,Matt Collister,Corporate,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,United States,Central,Texas,San Marcos,Second Class,20.78,2,0.20,-3.64
CA-2014-130673,2014,2,5,Mei,Matt Collister,Corporate,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,United States,Central,Texas,San Marcos,Second Class,66.96,5,0.20,-13.39
CA-2014-104808,2014,1,2,Februari,Mark Haberlin,Corporate,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",United States,West,California,Escondido,Second Class,17.25,2,0.20,6.04
US-2017-132927,2017,4,12,Desember,Roger Demir,Consumer,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",United States,East,Pennsylvania,Philadelphia,Standard Class,11.09,7,0.70,-8.13
CA-2017-162015,2017,3,7,Juli,Karen Bern,Corporate,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,United States,West,California,Los Angeles,Standard Class,1287.45,5,0.00,244.62
CA-2017-162015,2017,3,7,Juli,Karen Bern,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,United States,West,California,Los Angeles,Standard Class,168.10,5,0.00,43.71
CA-2015-138492,2015,2,5,Mei,Fred Chung,Corporate,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,United States,East,Pennsylvania,Philadelphia,Standard Class,51.97,2,0.20,-10.39
CA-2017-145338,2017,1,1,Januari,Bryan Davis,Consumer,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",United States,East,Pennsylvania,Philadelphia,First Class,4.77,2,0.20,0.48
CA-2017-126676,2017,3,9,September,Fred Hopkins,Corporate,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,United States,East,New York,Hempstead,First Class,7.98,3,0.00,3.91
CA-2017-101700,2017,2,4,April,Sean O'Donnell,Consumer,Office Supplies,Envelopes,Staple envelope,United States,West,Colorado,Greeley,First Class,18.69,2,0.20,7.01
CA-2017-101700,2017,2,4,April,Sean O'Donnell,Consumer,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",United States,West,Colorado,Greeley,First Class,11.66,3,0.20,3.35
CA-2017-159667,2017,4,11,November,Peter McVee,Home Office,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,United States,South,Florida,Jacksonville,Standard Class,191.98,3,0.20,38.40
CA-2017-159667,2017,4,11,November,Peter McVee,Home Office,Technology,Phones,Motorola L703CM,United States,South,Florida,Jacksonville,Standard Class,499.17,4,0.20,31.20
CA-2014-111934,2014,2,5,Mei,Giulietta Dortch,Corporate,Office Supplies,Binders,Storex Dura Pro Binders,United States,South,Virginia,Arlington,First Class,11.88,2,0.00,5.35
CA-2014-111934,2014,2,5,Mei,Giulietta Dortch,Corporate,Office Supplies,Paper,Easy-staple paper,United States,South,Virginia,Arlington,First Class,35.44,1,0.00,16.66
US-2016-117387,2016,4,10,Oktober,Pete Armstrong,Home Office,Office Supplies,Binders,Avery Legal 4-Ring Binder,United States,West,California,San Francisco,Standard Class,67.14,4,0.20,25.18
CA-2014-141110,2014,4,11,November,Luke Schmidt,Corporate,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,United States,West,California,Fresno,Standard Class,4.32,3,0.20,1.51
CA-2014-141110,2014,4,11,November,Luke Schmidt,Corporate,Office Supplies,Paper,Xerox 1970,United States,West,California,Fresno,Standard Class,14.94,3,0.00,7.02
CA-2014-141110,2014,4,11,November,Luke Schmidt,Corporate,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,United States,West,California,Fresno,Standard Class,40.54,2,0.00,11.35
CA-2014-141110,2014,4,11,November,Luke Schmidt,Corporate,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,United States,West,California,Fresno,Standard Class,7.31,1,0.20,2.56
US-2014-133949,2014,4,12,Desember,James Lanier,Home Office,Technology,Phones,Panasonic KX TS3282W Corded phone,United States,West,Nevada,Reno,Same Day,475.94,7,0.20,59.49
US-2016-116365,2016,1,1,Januari,Christine Abelman,Corporate,Technology,Accessories,Imation Clip USB flash drive - 8 GB,United States,Central,Texas,San Antonio,Standard Class,30.08,2,0.20,-5.26
US-2016-116365,2016,1,1,Januari,Christine Abelman,Corporate,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,United States,Central,Texas,San Antonio,Standard Class,165.60,3,0.20,-6.21
US-2016-116365,2016,1,1,Januari,Christine Abelman,Corporate,Technology,Phones,AT&T 17929 Lendline Telephone,United States,Central,Texas,San Antonio,Standard Class,180.96,5,0.20,13.57
CA-2017-162936,2017,3,8,Agustus,Charles McCrossin,Consumer,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",United States,East,Massachusetts,New Bedford,Standard Class,23.18,2,0.00,7.65
CA-2014-151946,2014,2,6,Juni,Bobby Trafton,Consumer,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",United States,East,New York,New York City,Standard Class,56.96,2,0.00,21.08
CA-2014-151946,2014,2,6,Juni,Bobby Trafton,Consumer,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",United States,East,New York,New York City,Standard Class,15.56,4,0.00,4.05
CA-2014-151946,2014,2,6,Juni,Bobby Trafton,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,United States,East,New York,New York City,Standard Class,353.57,2,0.20,-44.20
CA-2014-151946,2014,2,6,Juni,Bobby Trafton,Consumer,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,United States,East,New York,New York City,Standard Class,13.96,2,0.00,6.70
CA-2017-123624,2017,4,11,November,Sanjit Engle,Consumer,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,United States,West,California,Oxnard,Second Class,82.95,5,0.00,29.03
CA-2016-146437,2016,1,1,Januari,Henry Goldwyn,Corporate,Office Supplies,Art,Newell 345,United States,West,California,Los Angeles,Second Class,39.68,2,0.00,10.32
CA-2016-138233,2016,4,11,November,Philip Fox,Consumer,Technology,Accessories,Logitech Wireless Gaming Headset G930,United States,West,California,Oakland,Standard Class,479.97,3,0.00,177.59
CA-2016-165918,2016,3,9,September,Bryan Davis,Consumer,Office Supplies,Labels,Avery 487,United States,West,Washington,Edmonds,Standard Class,7.38,2,0.00,3.47
CA-2016-165918,2016,3,9,September,Bryan Davis,Consumer,Office Supplies,Binders,Storex Dura Pro Binders,United States,West,Washington,Edmonds,Standard Class,14.26,3,0.20,4.46
CA-2016-165918,2016,3,9,September,Bryan Davis,Consumer,Office Supplies,Paper,Xerox 1945,United States,West,Washington,Edmonds,Standard Class,81.98,2,0.00,40.17
CA-2016-165918,2016,3,9,September,Bryan Davis,Consumer,Office Supplies,Binders,JM Magazine Binder,United States,West,Washington,Edmonds,Standard Class,39.62,3,0.20,13.87
CA-2017-117513,2017,1,3,Maret,Bill Tyler,Corporate,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",United States,West,California,Los Angeles,Standard Class,399.67,7,0.20,-14.99
CA-2017-132437,2017,3,9,September,Eudokia Martin,Corporate,Office Supplies,Storage,Adjustable Personal File Tote,United States,East,New York,New York City,Second Class,65.12,4,0.00,16.93
US-2017-119319,2017,4,11,November,Liz Carlisle,Consumer,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",United States,Central,Texas,Dallas,Second Class,30.56,5,0.60,-19.86
CA-2017-104318,2017,2,5,Mei,Frank Hawley,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,United States,South,Tennessee,Franklin,Standard Class,20.77,2,0.20,2.34
US-2016-114230,2016,4,11,November,Chris McAfee,Consumer,Office Supplies,Storage,Eldon Simplefile Box Office,United States,West,Arizona,Phoenix,Standard Class,39.81,4,0.20,3.98
CA-2015-136147,2015,4,11,November,Fred McMath,Consumer,Office Supplies,Binders,Catalog Binders with Expanding Posts,United States,South,Florida,Miami,Standard Class,121.10,6,0.70,-100.92
CA-2015-136147,2015,4,11,November,Fred McMath,Consumer,Technology,Accessories,Maxell LTO Ultrium - 800 GB,United States,South,Florida,Miami,Standard Class,111.96,5,0.20,-1.40
CA-2015-156118,2015,4,12,Desember,Henry Goldwyn,Corporate,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,United States,West,Colorado,Colorado Springs,Standard Class,15.70,3,0.20,5.10
CA-2015-164084,2015,3,9,September,Andy Gerbode,Corporate,Office Supplies,Storage,Mobile Personal File Cube,United States,East,New York,New York City,Standard Class,70.26,3,0.00,18.97
CA-2015-164084,2015,3,9,September,Andy Gerbode,Corporate,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,United States,East,New York,New York City,Standard Class,90.00,5,0.00,16.20
CA-2015-164084,2015,3,9,September,Andy Gerbode,Corporate,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",United States,East,New York,New York City,Standard Class,6.10,2,0.20,2.06
CA-2015-164084,2015,3,9,September,Andy Gerbode,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,United States,East,New York,New York City,Standard Class,481.18,2,0.40,-120.29
CA-2015-164084,2015,3,9,September,Andy Gerbode,Corporate,Office Supplies,Fasteners,Assorted Color Push Pins,United States,East,New York,New York City,Standard Class,7.24,4,0.00,2.39
CA-2016-107783,2016,3,7,Juli,Olvera Toch,Consumer,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",United States,East,Pennsylvania,Bethlehem,First Class,177.45,5,0.50,-78.08
CA-2016-107783,2016,3,7,Juli,Olvera Toch,Consumer,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,United States,East,Pennsylvania,Bethlehem,First Class,1369.76,6,0.70,-913.18
CA-2016-107783,2016,3,7,Juli,Olvera Toch,Consumer,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",United States,East,Pennsylvania,Bethlehem,First Class,9.48,3,0.20,0.71
CA-2017-159793,2017,3,8,Agustus,Seth Vernon,Consumer,Furniture,Bookcases,Bush Somerset Collection Bookcase,United States,East,Pennsylvania,Philadelphia,Standard Class,130.98,2,0.50,-89.07
CA-2014-160094,2014,2,4,April,Justin MacKendrick,Consumer,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,United States,South,Kentucky,Louisville,First Class,174.95,5,0.00,45.49
CA-2014-160094,2014,2,4,April,Justin MacKendrick,Consumer,Office Supplies,Storage,Economy Rollaway Files,United States,South,Kentucky,Louisville,First Class,826.00,5,0.00,214.76
CA-2017-151281,2017,2,4,April,Henry MacAllister,Consumer,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,United States,West,Washington,Seattle,Standard Class,139.58,7,0.00,39.08
CA-2017-118346,2017,3,7,Juli,Philisse Overcash,Home Office,Technology,Accessories,Logitech G600 MMO Gaming Mouse,United States,Central,Wisconsin,Kenosha,First Class,399.95,5,0.00,143.98
CA-2014-129819,2014,4,12,Desember,Kimberly Carter,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",United States,South,Kentucky,Henderson,Second Class,12.39,3,0.00,5.82
US-2017-148551,2017,1,1,Januari,David Bremer,Corporate,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,United States,Central,Texas,Dallas,Standard Class,760.98,5,0.80,-1141.47
CA-2017-147767,2017,4,12,Desember,Susan Vittorini,Consumer,Office Supplies,Binders,Vinyl Sectional Post Binders,United States,West,Arizona,Peoria,Same Day,67.86,6,0.70,-45.24
CA-2015-108259,2015,4,11,November,Noel Staavos,Corporate,Office Supplies,Fasteners,OIC Binder Clips,United States,South,North Carolina,Jacksonville,Standard Class,31.50,11,0.20,11.81
CA-2015-108259,2015,4,11,November,Noel Staavos,Corporate,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",United States,South,North Carolina,Jacksonville,Standard Class,5.04,1,0.20,1.64
CA-2015-108259,2015,4,11,November,Noel Staavos,Corporate,Office Supplies,Binders,Poly Designer Cover & Back,United States,South,North Carolina,Jacksonville,Standard Class,39.88,7,0.70,-29.24
CA-2015-108259,2015,4,11,November,Noel Staavos,Corporate,Furniture,Furnishings,Eldon Wave Desk Accessories,United States,South,North Carolina,Jacksonville,Standard Class,4.71,1,0.20,1.41
CA-2016-113341,2016,4,11,November,Mark Hamilton,Consumer,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",United States,West,California,Los Angeles,Standard Class,194.35,3,0.20,19.44
US-2015-131842,2015,4,12,Desember,Rick Reed,Corporate,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",United States,South,Tennessee,Nashville,First Class,97.42,2,0.20,10.96
CA-2016-164574,2016,3,7,Juli,Ritsa Hightower,Consumer,Office Supplies,Storage,Fellowes High-Stak Drawer Files,United States,South,North Carolina,Charlotte,Standard Class,704.76,5,0.20,26.43
CA-2016-164574,2016,3,7,Juli,Ritsa Hightower,Consumer,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",United States,South,North Carolina,Charlotte,Standard Class,27.40,3,0.70,-20.09
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Office Supplies,Fasteners,OIC Thumb-Tacks,United States,West,Washington,Seattle,Same Day,5.70,5,0.00,2.68
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,United States,West,Washington,Seattle,Same Day,14.19,3,0.00,5.53
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Office Supplies,Supplies,Acme Value Line Scissors,United States,West,Washington,Seattle,Same Day,7.30,2,0.00,2.19
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,United States,West,Washington,Seattle,Same Day,199.98,2,0.00,75.99
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,United States,West,Washington,Seattle,Same Day,144.96,4,0.00,60.88
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,United States,West,Washington,Seattle,Same Day,118.00,2,0.00,20.06
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Office Supplies,Paper,Xerox 1942,United States,West,Washington,Seattle,Same Day,48.94,1,0.00,24.47
CA-2014-142769,2014,3,9,September,Resi Pölking,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",United States,West,Washington,Seattle,Same Day,22.66,2,0.00,9.74
CA-2017-152198,2017,3,9,September,Joy Daniels,Consumer,Office Supplies,Binders,"3M Organizer Strips",United States,East,Ohio,Toledo,First Class,4.86,3,0.70,-3.56
CA-2016-168361,2016,2,6,Juni,Ken Brennan,Corporate,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,United States,Central,Illinois,Chicago,Standard Class,0.84,1,0.80,-1.34
CA-2016-153185,2016,3,9,September,Matt Hagelstein,Corporate,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",United States,East,Ohio,Cincinnati,Standard Class,30.96,6,0.20,11.22
CA-2017-124765,2017,4,11,November,Henia Zydlo,Consumer,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,United States,South,Florida,Fort Lauderdale,Standard Class,723.92,5,0.20,-81.44
CA-2015-131856,2015,2,5,Mei,James Galang,Consumer,Furniture,Furnishings,DAX Wood Document Frame.,United States,Central,Texas,Houston,Standard Class,21.97,4,0.60,-15.93
CA-2015-131856,2015,2,5,Mei,James Galang,Consumer,Technology,Phones,Digium D40 VoIP phone,United States,Central,Texas,Houston,Standard Class,619.15,6,0.20,69.65
CA-2015-131856,2015,2,5,Mei,James Galang,Consumer,Office Supplies,Paper,Xerox 1964,United States,Central,Texas,Houston,Standard Class,127.90,7,0.20,41.57
CA-2017-126634,2017,1,3,Maret,Alan Barnes,Consumer,Furniture,Furnishings,Flat Face Poster Frame,United States,West,California,Lakewood,Second Class,94.20,5,0.00,39.56
CA-2016-118500,2016,4,11,November,Heather Jas,Home Office,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,United States,West,California,San Francisco,First Class,49.50,5,0.00,13.37
CA-2016-163951,2016,4,12,Desember,Carl Jackson,Corporate,Office Supplies,Art,Newell 31,United States,East,Pennsylvania,Philadelphia,First Class,16.52,5,0.20,1.65
CA-2016-149916,2016,4,12,Desember,Emily Ducich,Home Office,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,United States,West,Washington,Seattle,Second Class,55.36,4,0.20,19.38
CA-2016-149916,2016,4,12,Desember,Emily Ducich,Home Office,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,United States,West,Washington,Seattle,Second Class,11.56,1,0.20,3.76
CA-2015-158918,2015,4,12,Desember,Arianne Irving,Consumer,Office Supplies,Paper,Easy-staple paper,United States,West,California,Los Angeles,Second Class,17.12,4,0.00,7.70
US-2014-159611,2014,4,12,Desember,Karl Braun,Consumer,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",United States,East,Ohio,Cleveland,Second Class,182.35,3,0.20,-18.24
US-2014-159611,2014,4,12,Desember,Karl Braun,Consumer,Office Supplies,Storage,Safco Industrial Shelving,United States,East,Ohio,Cleveland,Second Class,118.16,2,0.20,-25.11
CA-2017-163265,2017,1,2,Februari,Joy Smith,Consumer,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",United States,Central,Illinois,Decatur,Standard Class,18.37,2,0.20,6.20
CA-2017-163265,2017,1,2,Februari,Joy Smith,Consumer,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,United States,Central,Illinois,Decatur,Standard Class,600.56,3,0.30,-8.58
CA-2017-163265,2017,1,2,Februari,Joy Smith,Consumer,Office Supplies,Storage,"Tennsco Lockers, Gray",United States,Central,Illinois,Decatur,Standard Class,50.35,3,0.20,-8.18
CA-2017-163265,2017,1,2,Februari,Joy Smith,Consumer,Office Supplies,Art,Newell 312,United States,Central,Illinois,Decatur,Standard Class,28.03,6,0.20,3.50
CA-2017-163265,2017,1,2,Februari,Joy Smith,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",United States,Central,Illinois,Decatur,Standard Class,7.69,1,0.60,-3.65
CA-2017-141705,2017,4,10,Oktober,Patrick O'Brill,Consumer,Furniture,Tables,Hon 2111 Invitation Series Straight Table,United States,Central,Texas,Mansfield,First Class,517.41,5,0.30,-81.31
CA-2016-112739,2016,3,9,September,Ross DeVincentis,Home Office,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",United States,Central,Texas,Houston,Second Class,8.61,8,0.80,-13.34
CA-2016-112739,2016,3,9,September,Ross DeVincentis,Home Office,Technology,Accessories,Logitech MX Performance Wireless Mouse,United States,Central,Texas,Houston,Second Class,159.56,5,0.20,33.91
